filename,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
apache.tools.ant.ExitStatusException,4,3.0,0.0,1.0,19.0,0,3,2,4.0,0.0,29,1.0,0,0.954545455,0.625,0,0,6.0,1,0.25,0
apache.tools.ant.NoBannerLogger,6,2.0,0.0,3.0,21.0,0,0,4,4.0,0.333333333,57,1.0,0,0.842105263,0.875,1,1,13.0,5,1.75,1
apache.tools.ant.Main,121,1.0,0.0,17.0,22.0,161,2,17,5.0,0.770833333,2117,0.791666667,0,0.0,0.148760331,0,0,90.0,53,4.5217,4
apache.tools.ant.ProjectComponent,12,1.0,28.0,2.0,10.0,35,66,2,10.0,0.740740741,75,1.0,2,0.0,0.32,0,0,6.2,3,1.1,0
apache.tools.ant.DirectoryScanner,191,1.0,2.0,7.0,62.0,1603,51,10,31.0,0.874288425,2303,1.0,2,0.0,0.213709677,0,0,35.01587302,35,3.2381,3
apache.tools.ant.DemuxOutputStream,20,2.0,0.0,2.0,10.0,27,1,2,5.0,0.761904762,245,1.0,1,0.35714285700000004,0.283333333,1,1,22.8,2,1.0,0
apache.tools.ant.PropertyHelper,62,1.0,0.0,3.0,23.0,107,3,2,18.0,0.636363636,689,1.0,2,0.0,0.260869565,0,0,28.73913043,7,2.1304,3
apache.tools.ant.MagicNames,1,1.0,0.0,1.0,1.0,0,0,0,0.0,2.0,26,0.0,0,0.0,1.0,0,0,3.0,0,0.0,2
apache.tools.ant.Task,43,2.0,102.0,7.0,39.0,346,181,8,19.0,0.8392857140000001,375,1.0,3,0.243243243,0.19157088100000003,1,1,11.72413793,5,1.3448,0
apache.tools.ant.ComponentHelper,105,1.0,0.0,18.0,38.0,449,13,16,26.0,0.878446115,1711,0.7142857140000001,3,0.0,0.178947368,0,0,42.33333333,13,2.5641,0
apache.tools.ant.BuildException,17,2.0,3.0,1.0,15.0,0,498,1,15.0,0.39285714299999996,153,1.0,1,0.6190476189999999,0.322222222,1,3,9.066666667,2,0.6667,0
apache.tools.ant.ExitException,3,2.0,0.0,0.0,3.0,0,3,0,3.0,0.0,27,1.0,0,0.9285714290000001,0.666666667,0,0,7.666666667,1,0.3333,0
apache.tools.ant.RuntimeConfigurable,57,1.0,0.0,10.0,24.0,182,12,9,22.0,0.819444444,515,1.0,1,0.0,0.179166667,0,0,19.12,11,1.84,1
apache.tools.ant.XmlLogger,48,1.0,0.0,12.0,15.0,50,0,12,12.0,0.9370370370000001,682,1.0,1,0.0,0.288888889,0,0,40.5,9,2.875,1
apache.tools.ant.UnknownElement,84,3.0,0.0,13.0,70.0,277,19,15,19.0,0.7444444440000001,900,1.0,0,0.552238806,0.207885305,1,5,27.83870968,16,2.5806,3
apache.tools.ant.PathTokenizer,15,1.0,0.0,1.0,3.0,0,2,1,3.0,0.25,204,1.0,0,0.0,0.666666667,0,0,65.66666667,2,1.0,0
apache.tools.ant.AntTypeDefinition,49,1.0,2.0,4.0,20.0,124,10,4,17.0,0.7,575,0.857142857,0,0.0,0.325396825,0,0,26.04761905,10,2.6189999999999998,0
apache.tools.ant.DefaultLogger,30,1.0,4.0,7.0,17.0,113,7,7,12.0,0.890756303,356,0.857142857,0,0.0,0.268907563,0,0,18.38888889,11,1.7778,3
apache.tools.ant.IntrospectionHelper,125,1.0,0.0,23.0,34.0,417,20,28,24.0,0.927893738,2098,0.387096774,0,0.0,0.290441176,0,0,58.05714286,19,2.5143,4
apache.tools.ant.TaskAdapter,17,3.0,0.0,5.0,44.0,9,2,6,5.0,0.85,261,0.25,0,0.880952381,0.375,1,1,41.83333333,4,1.3333,0
