filename,WMC,DIT,NOC,CBO, RFC,NPM,bug
apache.xalan.extensions.ExtensionsTable,7,1,0,7,25,7,1.0
apache.xalan.extensions.ExtensionHandlerGeneral,8,0,0,16,53,6,2.0
apache.xalan.extensions.ExtensionNamespaceSupport,3,1,0,1,12,3,0.0
apache.xalan.extensions.XSLProcessorContext,7,1,0,20,49,7,0.0
apache.xalan.extensions.ExtensionNamespacesManager,9,1,0,2,29,8,1.0
apache.xalan.extensions.ExtensionHandler,9,1,3,5,18,6,1.0
apache.xalan.extensions.ExtensionHandlerJavaPackage,7,0,0,11,47,6,1.0
apache.xalan.extensions.MethodResolver,13,1,0,9,70,6,0.0
apache.xalan.extensions.ExtensionHandlerExsltFunction,9,0,0,16,32,7,1.0
apache.xalan.extensions.ExtensionHandlerJava,3,0,2,1,7,2,1.0
apache.xalan.extensions.ExtensionHandlerJavaClass,7,0,0,10,40,6,1.0
apache.xalan.extensions.ExpressionVisitor,2,0,0,6,6,2,2.0
apache.xalan.lib.NodeInfo,9,1,0,3,20,9,0.0
apache.xalan.lib.ExsltDatetime,45,1,0,3,83,37,2.0
apache.xalan.lib.Extensions,13,1,0,10,54,9,1.0
apache.xalan.lib.ExsltMath,20,0,0,2,48,19,1.0
apache.xalan.lib.ExsltCommon,3,1,0,6,6,3,2.0
apache.xalan.lib.ExsltSets,7,0,0,3,23,7,1.0
apache.xalan.lib.PipeDocument,3,1,0,11,46,3,1.0
apache.xalan.lib.Redirect,7,1,0,12,45,4,0.0
apache.xalan.lib.sql.XConnection,34,1,0,12,124,28,1.0
apache.xalan.lib.sql.SQLErrorDocument,4,0,0,4,12,2,0.0
apache.xalan.lib.sql.QueryParameter,5,1,0,0,6,5,1.0
apache.xalan.lib.sql.PooledConnection,5,1,0,0,9,5,1.0
apache.xalan.lib.sql.ConnectionPoolManager,6,1,0,2,16,5,1.0
apache.xalan.lib.sql.SQLDocument,10,0,0,7,53,5,0.0
apache.xalan.lib.sql.DefaultConnectionPool,20,1,0,3,53,16,1.0
apache.xalan.lib.sql.ObjectArray,7,1,0,1,19,6,1.0
apache.xalan.lib.sql.DTMDocument,96,0,2,15,197,66,1.0
apache.xalan.processor.ProcessorLRE,4,0,0,17,75,3,1.0
apache.xalan.processor.ProcessorTemplate,2,0,0,5,8,0,0.0
apache.xalan.processor.StylesheetPIHandler,6,2,0,2,26,6,1.0
apache.xalan.processor.ProcessorUnknown,3,0,0,2,4,3,2.0
apache.xalan.processor.ProcessorOutputElem,14,0,0,8,40,13,0.0
apache.xalan.processor.ProcessorCharacters,5,0,0,7,31,4,0.0
apache.xalan.processor.XSLTElementDef,37,1,1,4,57,0,0.0
apache.xalan.processor.ProcessorKey,3,0,0,9,34,1,0.0
apache.xalan.processor.ProcessorAttributeSet,3,0,0,6,19,2,0.0
apache.xalan.processor.TransformerFactoryImpl,23,3,0,14,96,19,0.0
apache.xalan.processor.ProcessorStripSpace,2,0,0,8,14,1,0.0
apache.xalan.processor.StopParseException,1,4,0,0,2,0,1.0
apache.xalan.processor.ProcessorGlobalVariableDecl,3,0,0,5,10,1,0.0
apache.xalan.processor.StylesheetHandler,70,2,0,25,150,33,0.0
apache.xalan.processor.XSLTSchema,6,0,0,25,47,2,1.0
apache.xalan.processor.ProcessorDecimalFormat,2,0,0,5,9,1,2.0
apache.xalan.processor.ProcessorStylesheetElement,3,0,0,9,29,2,0.0
apache.xalan.processor.ProcessorNamespaceAlias,2,0,0,5,17,1,0.0
apache.xalan.processor.ProcessorText,3,0,0,6,10,2,0.0
apache.xalan.processor.ProcessorGlobalParamDecl,3,0,0,5,10,1,0.0
apache.xalan.processor.WhitespaceInfoPaths,4,0,0,3,6,3,0.0
apache.xalan.processor.ProcessorInclude,7,0,1,9,47,3,0.0
apache.xalan.processor.ProcessorImport,3,0,0,1,4,0,0.0
