Defect models,projects' category,Tr version,Ts version,Iterations,Precision,Recall,F1,ACC,MCC,AUC
Random Forest,jedit,mainjedit-3.2.csv,mainjedit-4.0.csv,0,0.43548387096774194,0.7297297297297297,0.5454545454545454,0.6928327645051194,0.36063529197321936,0.7050475132666914
Random Forest,jedit,mainjedit-3.2.csv,mainjedit-4.0.csv,1,0.43548387096774194,0.7297297297297297,0.5454545454545454,0.6928327645051194,0.36063529197321936,0.7050475132666914
Random Forest,jedit,mainjedit-3.2.csv,mainjedit-4.0.csv,2,0.43548387096774194,0.7297297297297297,0.5454545454545454,0.6928327645051194,0.36063529197321936,0.7050475132666914
Random Forest,log4j,mainlog4j-1.0.csv,mainlog4j-1.1.csv,0,0.8,0.6486486486486487,0.7164179104477612,0.8173076923076923,0.5908108735519225,0.7795482049213392
Random Forest,log4j,mainlog4j-1.0.csv,mainlog4j-1.1.csv,1,0.8,0.6486486486486487,0.7164179104477612,0.8173076923076923,0.5908108735519225,0.7795482049213392
Random Forest,log4j,mainlog4j-1.0.csv,mainlog4j-1.1.csv,2,0.8,0.6486486486486487,0.7164179104477612,0.8173076923076923,0.5908108735519225,0.7795482049213392
Random Forest,camel,maincamel-1.0.csv,maincamel-1.2.csv,0,0.5,0.018518518518518517,0.03571428571428571,0.4146341463414634,-0.02579463312683176,0.4961873638344227
Random Forest,camel,maincamel-1.0.csv,maincamel-1.2.csv,1,0.5,0.018518518518518517,0.03571428571428571,0.4146341463414634,-0.02579463312683176,0.4961873638344227
Random Forest,camel,maincamel-1.0.csv,maincamel-1.2.csv,2,0.5,0.018518518518518517,0.03571428571428571,0.4146341463414634,-0.02579463312683176,0.4961873638344227
Random Forest,poi,mainpoi-1.5.csv,mainpoi-2.0.csv,0,0.10471204188481675,0.5405405405405406,0.17543859649122806,0.38562091503267976,-0.06404826551730033,0.45242640409926654
Random Forest,poi,mainpoi-1.5.csv,mainpoi-2.0.csv,1,0.10471204188481675,0.5405405405405406,0.17543859649122806,0.38562091503267976,-0.06404826551730033,0.45242640409926654
Random Forest,poi,mainpoi-1.5.csv,mainpoi-2.0.csv,2,0.10471204188481675,0.5405405405405406,0.17543859649122806,0.38562091503267976,-0.06404826551730033,0.45242640409926654
Random Forest,xerecs,xerecs-1.2.csv,xerecs-1.3.csv,0,0.19230769230769232,0.07246376811594203,0.10526315789473685,0.8119469026548672,0.027237704930346034,0.5088167404548378
Random Forest,xerecs,xerecs-1.2.csv,xerecs-1.3.csv,1,0.19230769230769232,0.07246376811594203,0.10526315789473685,0.8119469026548672,0.027237704930346034,0.5088167404548378
Random Forest,xerecs,xerecs-1.2.csv,xerecs-1.3.csv,2,0.19230769230769232,0.07246376811594203,0.10526315789473685,0.8119469026548672,0.027237704930346034,0.5088167404548378
Random Forest,velocity,mainvelocity-1.4.csv,mainvelocity-1.5.csv,0,0.6617647058823529,0.9507042253521126,0.7803468208092486,0.6448598130841121,-0.017079261913714554,0.49618544600938963
Random Forest,velocity,mainvelocity-1.4.csv,mainvelocity-1.5.csv,1,0.6617647058823529,0.9507042253521126,0.7803468208092486,0.6448598130841121,-0.017079261913714554,0.49618544600938963
Random Forest,velocity,mainvelocity-1.4.csv,mainvelocity-1.5.csv,2,0.6617647058823529,0.9507042253521126,0.7803468208092486,0.6448598130841121,-0.017079261913714554,0.49618544600938963
Random Forest,synapse,mainsynapse-1.0.csv,mainsynapse-1.1.csv,0,0.48148148148148145,0.21666666666666667,0.29885057471264365,0.7252252252252253,0.17697070681815533,0.5651234567901235
Random Forest,synapse,mainsynapse-1.0.csv,mainsynapse-1.1.csv,1,0.48148148148148145,0.21666666666666667,0.29885057471264365,0.7252252252252253,0.17697070681815533,0.5651234567901235
Random Forest,synapse,mainsynapse-1.0.csv,mainsynapse-1.1.csv,2,0.48148148148148145,0.21666666666666667,0.29885057471264365,0.7252252252252253,0.17697070681815533,0.5651234567901235
Random Forest,lucene,mainlucene-2.0.csv,mainlucene-2.2.csv,0,0.7264150943396226,0.5384615384615384,0.6184738955823293,0.594017094017094,0.2152382244431865,0.6098901098901098
Random Forest,lucene,mainlucene-2.0.csv,mainlucene-2.2.csv,1,0.7264150943396226,0.5384615384615384,0.6184738955823293,0.594017094017094,0.2152382244431865,0.6098901098901098
