Name,DIT,LCOM,CBO,NOC,RFC,NPM,bug
org.apache.log4j.Appender,0.0,0.0,4.0,1.0,12.0,0,0.0
org.apache.log4j.AppenderSkeleton,1.0,83.0,7.0,8.0,19.0,0,4.0
org.apache.log4j.AsyncAppender,2.0,75.0,6.0,0.0,35.0,0,5.0
org.apache.log4j.BasicConfigurator,1.0,100.0,9.0,1.0,12.0,0,2.0
org.apache.log4j.Category,1.0,90.0,8.0,2.0,2.0,0,9.0
org.apache.log4j.CategoryKey,1.0,33.0,0.0,0.0,3.0,0,0.0
org.apache.log4j.DefaultCategoryFactory,1.0,0.0,1.0,0.0,2.0,0,0.0
org.apache.log4j.Dispatcher,2.0,25.0,5.0,0.0,3.0,0,0.0
org.apache.log4j.FileAppender,3.0,70.0,6.0,1.0,54.0,0,3.0
org.apache.log4j.HTMLLayout,2.0,84.0,4.0,0.0,19.0,1,2.0
org.apache.log4j.Hierarchy,1.0,83.0,11.0,0.0,22.0,2,3.0
org.apache.log4j.Layout,1.0,0.0,1.0,4.0,5.0,0,0.0
org.apache.log4j.NDC,1.0,82.0,0.0,0.0,9.0,2,2.0
org.apache.log4j.PatternLayout,2.0,81.0,3.0,0.0,15.0,0,1.0
org.apache.log4j.Priority,1.0,76.0,0.0,0.0,10.0,0,5.0
org.apache.log4j.PropertyConfigurator,2.0,86.0,7.0,0.0,23.0,0,6.0
org.apache.log4j.ProvisionNode,2.0,0.0,1.0,0.0,1.0,0,0.0
org.apache.log4j.RollingFileAppender,4.0,66.0,5.0,0.0,69.0,0,1.0
org.apache.log4j.RollingFileAppenderBeanInfo,2.0,0.0,2.0,0.0,2.0,0,0.0
org.apache.log4j.SimpleLayout,2.0,83.0,2.0,0.0,11.0,0,0.0
org.apache.log4j.StressCategory,1.0,65.0,4.0,0.0,10.0,0,2.0
org.apache.log4j.WriterAppender,2.0,68.0,6.0,1.0,38.0,0,4.0
org.apache.log4j.config.PropertyGetter,1.0,50.0,3.0,0.0,4.0,0,1.0
org.apache.log4j.config.PropertyPrinter,1.0,88.0,5.0,0.0,10.0,0,0.0
org.apache.log4j.config.PropertySetter,1.0,55.0,6.0,0.0,9.0,0,2.0
org.apache.log4j.config.PropertySetterException,2.0,33.0,0.0,0.0,3.0,0,0.0
org.apache.log4j.helpers.AbsoluteTimeDateFormat,2.0,0.0,0.0,2.0,4.0,0,0.0
org.apache.log4j.helpers.AppenderAttachableImpl,1.0,0.0,2.0,0.0,7.0,0,0.0
org.apache.log4j.helpers.BoundedFIFO,1.0,56.0,1.0,0.0,10.0,0,0.0
org.apache.log4j.helpers.CountingQuietWriter,3.0,25.0,2.0,0.0,8.0,0,0.0
org.apache.log4j.helpers.CyclicBuffer,1.0,28.0,1.0,0.0,7.0,0,0.0
org.apache.log4j.helpers.DateLayout,2.0,72.0,5.0,0.0,15.0,0,1.0
org.apache.log4j.helpers.DateTimeDateFormat,3.0,50.0,0.0,0.0,8.0,0,0.0
org.apache.log4j.helpers.FileWatchdog,2.0,58.0,1.0,0.0,5.0,0,0.0
org.apache.log4j.helpers.FormattingInfo,1.0,0.0,1.0,0.0,2.0,0,0.0
org.apache.log4j.helpers.ISO8601DateFormat,3.0,0.0,0.0,0.0,8.0,0,0.0
org.apache.log4j.helpers.Loader,1.0,50.0,1.0,0.0,2.0,0,1.0
org.apache.log4j.helpers.LogLog,1.0,58.0,1.0,0.0,8.0,0,0.0
org.apache.log4j.helpers.NullEnumeration,1.0,0.0,0.0,0.0,4.0,1,0.0
org.apache.log4j.helpers.OnlyOnceErrorHandler,1.0,86.0,1.0,0.0,5.0,0,0.0
