Name,DIT,LCOM,CBO,NOC,RFC,NPM,bug
org.apache.lucene.LucenePackage,1.0,0.0,0.0,0.0,2.0,1,0.0
org.apache.lucene.analysis.Analyzer,1.0,0.0,1.0,6.0,2.0,0,1.0
org.apache.lucene.analysis.CachingTokenFilter,3.0,50.0,1.0,0.0,9.0,1,2.0
org.apache.lucene.analysis.CharTokenizer,3.0,66.0,1.0,2.0,10.0,0,2.0
org.apache.lucene.analysis.ISOLatin1AccentFilter,3.0,0.0,1.0,0.0,8.0,0,3.0
org.apache.lucene.analysis.KeywordAnalyzer,2.0,0.0,2.0,0.0,3.0,0,1.0
org.apache.lucene.analysis.KeywordTokenizer,3.0,33.0,1.0,0.0,9.0,0,3.0
org.apache.lucene.analysis.LengthFilter,3.0,0.0,1.0,0.0,7.0,0,1.0
org.apache.lucene.analysis.LetterTokenizer,4.0,0.0,0.0,1.0,12.0,0,0.0
org.apache.lucene.analysis.LowerCaseFilter,3.0,0.0,1.0,0.0,7.0,0,1.0
org.apache.lucene.analysis.LowerCaseTokenizer,5.0,0.0,0.0,0.0,14.0,0,0.0
org.apache.lucene.analysis.PerFieldAnalyzerWrapper,2.0,19.0,1.0,0.0,7.0,0,0.0
org.apache.lucene.analysis.PorterStemFilter,3.0,0.0,2.0,0.0,7.0,0,1.0
org.apache.lucene.analysis.PorterStemmer,1.0,67.0,0.0,0.0,27.0,12,1.0
org.apache.lucene.analysis.SimpleAnalyzer,2.0,0.0,2.0,0.0,3.0,0,0.0
org.apache.lucene.analysis.StopAnalyzer,2.0,0.0,4.0,0.0,8.0,0,0.0
org.apache.lucene.analysis.StopFilter,3.0,57.0,1.0,0.0,12.0,0,4.0
org.apache.lucene.analysis.Token,1.0,73.0,1.0,0.0,13.0,0,8.0
org.apache.lucene.analysis.TokenFilter,2.0,0.0,0.0,7.0,5.0,0,2.0
org.apache.lucene.analysis.TokenStream,1.0,0.0,1.0,2.0,3.0,0,4.0
org.apache.lucene.analysis.Tokenizer,2.0,33.0,0.0,3.0,6.0,0,3.0
org.apache.lucene.analysis.WhitespaceAnalyzer,2.0,0.0,2.0,0.0,3.0,0,0.0
org.apache.lucene.analysis.WhitespaceTokenizer,4.0,0.0,0.0,0.0,12.0,0,0.0
org.apache.lucene.analysis.WordlistLoader,1.0,0.0,0.0,0.0,3.0,0,0.0
org.apache.lucene.analysis.standard.CharStream,0.0,0.0,0.0,1.0,12.0,0,2.0
org.apache.lucene.analysis.standard.FastCharStream,1.0,70.0,0.0,0.0,14.0,1,0.0
org.apache.lucene.analysis.standard.ParseException,2.0,56.0,1.0,0.0,5.0,0,3.0
org.apache.lucene.analysis.standard.StandardAnalyzer,2.0,16.0,7.0,0.0,8.0,0,6.0
org.apache.lucene.analysis.standard.StandardFilter,3.0,0.0,1.0,0.0,7.0,0,1.0
org.apache.lucene.analysis.standard.StandardTokenizer,3.0,67.0,6.0,0.0,20.0,3,6.0
org.apache.lucene.analysis.standard.StandardTokenizerConstants,0.0,0.0,0.0,3.0,0.0,0,0.0
org.apache.lucene.analysis.standard.StandardTokenizerTokenManager,1.0,87.0,3.0,0.0,21.0,13,0.0
org.apache.lucene.analysis.standard.Token,1.0,93.0,0.0,0.0,2.0,0,8.0
org.apache.lucene.analysis.standard.TokenMgrError,2.0,83.0,0.0,0.0,6.0,0,0.0
org.apache.lucene.document.AbstractField,1.0,84.0,5.0,3.0,18.0,0,2.0
org.apache.lucene.document.DateField,1.0,71.0,0.0,0.0,7.0,1,0.0
org.apache.lucene.document.DateTools,1.0,0.0,1.0,0.0,7.0,1,1.0
org.apache.lucene.document.Document,1.0,52.0,3.0,0.0,17.0,0,5.0
org.apache.lucene.document.Field,2.0,0.0,5.0,0.0,29.0,0,2.0
org.apache.lucene.document.FieldSelector,2.0,0.0,1.0,4.0,1.0,0,0.0
org.apache.lucene.document.FieldSelectorResult,1.0,0.0,0.0,0.0,3.0,1,0.0
org.apache.lucene.document.Fieldable,2.0,0.0,1.0,3.0,18.0,0,2.0
org.apache.lucene.document.LoadFirstFieldSelector,1.0,0.0,1.0,0.0,1.0,0,0.0
org.apache.lucene.document.MapFieldSelector,1.0,0.0,1.0,0.0,4.0,0,1.0
org.apache.lucene.document.NumberTools,1.0,0.0,0.0,0.0,2.0,0,0.0
org.apache.lucene.document.SetBasedFieldSelector,1.0,0.0,1.0,0.0,2.0,0,0.0
org.apache.lucene.index.CompoundFileReader,2.0,76.0,6.0,0.0,33.0,0,2.0
org.apache.lucene.index.CompoundFileWriter,1.0,53.0,4.0,0.0,6.0,1,3.0
org.apache.lucene.index.CorruptIndexException,2.0,0.0,0.0,0.0,1.0,0,0.0
org.apache.lucene.index.DefaultSkipListReader,2.0,50.0,1.0,0.0,18.0,0,0.0
org.apache.lucene.index.DefaultSkipListWriter,2.0,36.0,1.0,0.0,10.0,0,0.0
org.apache.lucene.index.DocumentWriter,1.0,75.0,20.0,0.0,11.0,6,0.0
org.apache.lucene.index.FieldInfo,1.0,0.0,0.0,0.0,1.0,0,1.0
org.apache.lucene.index.FieldInfos,1.0,87.0,6.0,0.0,20.0,2,2.0
org.apache.lucene.index.FieldReaderException,2.0,0.0,0.0,0.0,4.0,0,0.0
org.apache.lucene.index.FieldsReader,1.0,80.0,18.0,0.0,15.0,9,11.0
org.apache.lucene.index.FieldsWriter,1.0,33.0,7.0,0.0,4.0,1,7.0
org.apache.lucene.index.FilterIndexReader,2.0,0.0,9.0,0.0,85.0,0,2.0
org.apache.lucene.index.IndexCommitPoint,0.0,0.0,0.0,1.0,2.0,0,2.0
org.apache.lucene.index.IndexDeletionPolicy,0.0,0.0,0.0,1.0,2.0,0,1.0
org.apache.lucene.index.IndexFileDeleter,1.0,75.0,9.0,0.0,14.0,7,11.0
org.apache.lucene.index.IndexFileNameFilter,1.0,58.0,1.0,0.0,4.0,0,1.0
