Name,DIT,LCOM,CBO,NOC,RFC,NPM,bug
org.apache.tools.ant.AntClassLoader,2.0,86.0,2.0,0.0,15.0,5.0,2.0
org.apache.tools.ant.BuildEvent,2.0,72.0,3.0,0.0,11.0,0.0,0.0
org.apache.tools.ant.BuildException,2.0,60.0,1.0,0.0,14.0,0.0,0.0
org.apache.tools.ant.BuildListener,2.0,0.0,1.0,2.0,7.0,0.0,0.0
org.apache.tools.ant.BuildLogger,3.0,0.0,0.0,1.0,11.0,0.0,0.0
org.apache.tools.ant.Constants,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org.apache.tools.ant.DefaultLogger,1.0,79.0,4.0,1.0,12.0,0.0,2.0
org.apache.tools.ant.DesirableFilter,1.0,0.0,0.0,0.0,1.0,0.0,0.0
org.apache.tools.ant.DirectoryScanner,1.0,85.0,1.0,1.0,22.0,0.0,0.0
org.apache.tools.ant.FileScanner,0.0,0.0,0.0,1.0,13.0,0.0,0.0
org.apache.tools.ant.IntrospectionHelper,1.0,79.0,8.0,0.0,12.0,3.0,2.0
org.apache.tools.ant.Location,1.0,58.0,0.0,0.0,4.0,1.0,0.0
org.apache.tools.ant.Main,1.0,81.0,7.0,0.0,13.0,10.0,1.0
org.apache.tools.ant.NoBannerLogger,2.0,0.0,2.0,0.0,15.0,0.0,0.0
org.apache.tools.ant.PathTokenizer,1.0,22.0,0.0,0.0,3.0,0.0,0.0
org.apache.tools.ant.Project,1.0,100.0,1.0,0.0,2.0,0.0,1.0
org.apache.tools.ant.ProjectHelper,1.0,85.0,6.0,0.0,9.0,4.0,3.0
org.apache.tools.ant.RuntimeConfigurable,1.0,72.0,3.0,0.0,9.0,0.0,2.0
org.apache.tools.ant.Target,1.0,87.0,4.0,0.0,16.0,0.0,1.0
org.apache.tools.ant.Task,1.0,87.0,5.0,33.0,18.0,0.0,0.0
org.apache.tools.ant.TaskAdapter,2.0,0.0,2.0,0.0,21.0,0.0,0.0
org.apache.tools.ant.UnknownElement,2.0,55.0,5.0,0.0,24.0,0.0,3.0
org.apache.tools.ant.XmlLogger,1.0,69.0,8.0,0.0,9.0,1.0,0.0
org.apache.tools.ant.taskdefs.Ant,2.0,70.0,7.0,0.0,27.0,2.0,0.0
org.apache.tools.ant.taskdefs.AntStructure,2.0,66.0,1.0,0.0,20.0,0.0,0.0
org.apache.tools.ant.taskdefs.Available,2.0,80.0,5.0,0.0,30.0,3.0,0.0
