Name,DIT,LCOM,CBO,NOC,RFC,NPM,bug
org.apache.velocity.Template,2.0,50.0,12.0,0.0,21.0,0,4.0
org.apache.velocity.VelocityContext,3.0,30.0,0.0,0.0,35.0,0,0.0
org.apache.velocity.anakia.AnakiaElement,2.0,0.0,2.0,0.0,11.0,0,0.0
org.apache.velocity.anakia.AnakiaJDOMFactory,2.0,0.0,1.0,0.0,5.0,0,0.0
org.apache.velocity.anakia.AnakiaTask,2.0,84.0,13.0,0.0,15.0,4,0.0
org.apache.velocity.anakia.AnakiaTask.Context,1.0,66.0,1.0,0.0,6.0,0,0.0
org.apache.velocity.anakia.Escape,1.0,0.0,0.0,0.0,2.0,0,0.0
org.apache.velocity.anakia.NodeList,1.0,11.0,2.0,0.0,36.0,2,0.0
org.apache.velocity.anakia.OutputWrapper,2.0,0.0,0.0,0.0,3.0,0,0.0
org.apache.velocity.anakia.TreeWalker,1.0,0.0,1.0,0.0,3.0,1,0.0
org.apache.velocity.anakia.XPathCache,1.0,0.0,0.0,0.0,2.0,1,0.0
org.apache.velocity.anakia.XPathTool,1.0,0.0,2.0,0.0,4.0,0,0.0
org.apache.velocity.app.FieldMethodizer,1.0,71.0,1.0,0.0,7.0,1,1.0
org.apache.velocity.app.Velocity,1.0,0.0,12.0,0.0,24.0,0,2.0
org.apache.velocity.app.VelocityEngine,1.0,25.0,11.0,0.0,28.0,0,3.0
org.apache.velocity.app.event.EventCartridge,1.0,75.0,10.0,0.0,14.0,0,2.0
org.apache.velocity.app.event.EventHandler,0.0,0.0,0.0,5.0,0.0,0,0.0
org.apache.velocity.app.event.EventHandlerMethodExecutor,0.0,0.0,1.0,7.0,3.0,0,1.0
org.apache.velocity.app.event.EventHandlerUtil,1.0,0.0,20.0,0.0,11.0,3,2.0
org.apache.velocity.app.event.IncludeEventHandler,1.0,0.0,0.0,2.0,1.0,0,1.0
org.apache.velocity.app.event.InvalidReferenceEventHandler,1.0,0.0,2.0,1.0,3.0,0,1.0
org.apache.velocity.app.event.MethodExceptionEventHandler,1.0,0.0,0.0,1.0,1.0,0,1.0
org.apache.velocity.app.event.NullSetEventHandler,1.0,0.0,0.0,0.0,1.0,0,1.0
org.apache.velocity.app.event.ReferenceInsertionEventHandler,1.0,0.0,0.0,1.0,1.0,0,1.0
org.apache.velocity.app.event.implement.EscapeHtmlReference,2.0,0.0,0.0,0.0,7.0,0,1.0
org.apache.velocity.app.event.implement.EscapeJavaScriptReference,2.0,0.0,0.0,0.0,7.0,0,1.0
org.apache.velocity.app.event.implement.EscapeReference,1.0,33.0,3.0,4.0,5.0,0,1.0
org.apache.velocity.app.event.implement.EscapeSqlReference,2.0,0.0,0.0,0.0,7.0,0,1.0
org.apache.velocity.app.event.implement.EscapeXmlReference,2.0,0.0,0.0,0.0,7.0,0,1.0
org.apache.velocity.app.event.implement.IncludeNotFound,1.0,0.0,3.0,0.0,2.0,0,2.0
org.apache.velocity.app.event.implement.IncludeRelativePath,1.0,0.0,0.0,0.0,1.0,0,1.0
org.apache.velocity.app.event.implement.InvalidReferenceInfo,2.0,0.0,0.0,0.0,9.0,0,1.0
org.apache.velocity.app.event.implement.PrintExceptions,1.0,55.0,1.0,0.0,3.0,1,1.0
org.apache.velocity.app.event.implement.ReportInvalidReferences,1.0,66.0,5.0,0.0,6.0,1,1.0
org.apache.velocity.app.tools.VelocityFormatter,1.0,72.0,3.0,0.0,18.0,0,0.0
org.apache.velocity.context.AbstractContext,2.0,62.0,0.0,1.0,25.0,0,1.0
org.apache.velocity.context.Context,0.0,0.0,0.0,2.0,5.0,0,0.0
org.apache.velocity.context.InternalContextAdapter,1.0,0.0,0.0,3.0,20.0,0,0.0
org.apache.velocity.context.InternalContextAdapterImpl,1.0,66.0,4.0,0.0,21.0,0,4.0
