Name,DIT,LCOM,CBO,NOC,RFC,NPM,bug
org.apache.xalan.Version,1.0,0.0,1.0,0.0,8.0,0,0.0
org.apache.xalan.client.XSLTProcessorApplet,2.0,90.0,3.0,0.0,23.0,2,0.0
org.apache.xalan.extensions.ExpressionContext,0.0,0.0,3.0,1.0,6.0,0,1.0
org.apache.xalan.extensions.ExpressionVisitor,2.0,0.0,5.0,0.0,14.0,0,0.0
org.apache.xalan.extensions.ExtensionHandler,1.0,50.0,4.0,3.0,6.0,0,1.0
org.apache.xalan.extensions.ExtensionHandlerExsltFunction,2.0,57.0,14.0,0.0,13.0,1,1.0
org.apache.xalan.extensions.ExtensionHandlerGeneral,2.0,76.0,15.0,0.0,11.0,0,1.0
org.apache.xalan.extensions.ExtensionHandlerJava,2.0,50.0,0.0,2.0,9.0,0,0.0
org.apache.xalan.extensions.ExtensionHandlerJavaClass,3.0,30.0,8.0,0.0,14.0,0,2.0
org.apache.xalan.extensions.ExtensionHandlerJavaPackage,3.0,0.0,10.0,0.0,14.0,0,2.0
org.apache.xalan.extensions.ExtensionNamespaceSupport,1.0,33.0,1.0,0.0,3.0,0,0.0
org.apache.xalan.extensions.ExtensionNamespacesManager,1.0,66.0,3.0,0.0,9.0,1,0.0
org.apache.xalan.extensions.ExtensionsTable,1.0,50.0,7.0,0.0,6.0,0,1.0
org.apache.xalan.extensions.MethodResolver,1.0,98.0,12.0,0.0,10.0,3,1.0
org.apache.xalan.extensions.XSLProcessorContext,1.0,62.0,18.0,0.0,7.0,0,0.0
org.apache.xalan.lib.ExsltCommon,1.0,0.0,6.0,0.0,2.0,0,0.0
org.apache.xalan.lib.ExsltDatetime,1.0,0.0,4.0,0.0,42.0,7,3.0
org.apache.xalan.lib.ExsltMath,1.0,0.0,2.0,0.0,4.0,0,2.0
org.apache.xalan.lib.ExsltSets,1.0,0.0,4.0,0.0,6.0,0,0.0
org.apache.xalan.lib.Extensions,1.0,0.0,13.0,0.0,11.0,2,1.0
org.apache.xalan.lib.NodeInfo,1.0,0.0,3.0,0.0,8.0,0,0.0
org.apache.xalan.lib.PipeDocument,1.0,0.0,10.0,0.0,2.0,0,0.0
org.apache.xalan.lib.Redirect,1.0,41.0,8.0,0.0,6.0,3,0.0
org.apache.xalan.lib.sql.ConnectionPool,0.0,0.0,0.0,1.0,14.0,0,0.0
org.apache.xalan.lib.sql.ConnectionPoolManager,1.0,50.0,3.0,0.0,5.0,0,0.0
org.apache.xalan.lib.sql.DTMDocument,4.0,82.0,9.0,2.0,184.0,1,2.0
org.apache.xalan.lib.sql.DefaultConnectionPool,1.0,80.0,3.0,0.0,19.0,2,3.0
org.apache.xalan.lib.sql.ObjectArray,1.0,57.0,1.0,0.0,7.0,1,0.0
org.apache.xalan.lib.sql.PooledConnection,1.0,50.0,0.0,0.0,5.0,0,0.0
org.apache.xalan.lib.sql.QueryParameter,1.0,40.0,0.0,0.0,5.0,0,0.0
org.apache.xalan.lib.sql.SQLDocument,5.0,77.0,5.0,0.0,194.0,2,2.0
org.apache.xalan.lib.sql.SQLErrorDocument,5.0,50.0,2.0,0.0,188.0,1,0.0
org.apache.xalan.lib.sql.XConnection,1.0,90.0,12.0,0.0,17.0,2,0.0
org.apache.xalan.processor.ProcessorAttributeSet,4.0,0.0,3.0,0.0,181.0,0,0.0
org.apache.xalan.processor.ProcessorCharacters,4.0,50.0,4.0,0.0,183.0,0,0.0
org.apache.xalan.processor.ProcessorDecimalFormat,4.0,0.0,3.0,0.0,180.0,0,0.0
org.apache.xalan.processor.ProcessorExsltFuncResult,5.0,0.0,5.0,0.0,183.0,0,0.0
org.apache.xalan.processor.ProcessorExsltFunction,5.0,0.0,12.0,0.0,187.0,0,2.0
org.apache.xalan.processor.ProcessorGlobalParamDecl,5.0,0.0,3.0,0.0,184.0,0,0.0
org.apache.xalan.processor.ProcessorGlobalVariableDecl,5.0,0.0,3.0,0.0,184.0,0,0.0
org.apache.xalan.processor.ProcessorImport,5.0,0.0,2.0,0.0,187.0,0,0.0
org.apache.xalan.processor.ProcessorInclude,4.0,66.0,7.0,1.0,185.0,0,0.0
org.apache.xalan.processor.ProcessorKey,4.0,0.0,8.0,0.0,181.0,0,0.0
org.apache.xalan.processor.ProcessorLRE,5.0,0.0,14.0,0.0,185.0,1,1.0
org.apache.xalan.processor.ProcessorNamespaceAlias,4.0,0.0,3.0,0.0,180.0,0,0.0
