Name,DIT,LCOM,CBO,NOC,RFC,NPM,bug
org.apache.camel.Body,0.0,0.0,0.0,0.0,0.0,0,0.0
org.apache.camel.CamelContext,1.0,0.0,6.0,1.0,19.0,0,1.0
org.apache.camel.CamelException,2.0,0.0,0.0,1.0,4.0,0,0.0
org.apache.camel.CamelTemplate,2.0,88.0,9.0,0.0,32.0,0,0.0
org.apache.camel.Component,0.0,0.0,2.0,4.0,3.0,0,0.0
org.apache.camel.Consumer,1.0,0.0,0.0,3.0,2.0,0,0.0
org.apache.camel.Converter,0.0,0.0,0.0,0.0,0.0,0,0.0
org.apache.camel.Endpoint,0.0,0.0,6.0,3.0,9.0,0,0.0
org.apache.camel.EndpointInject,0.0,0.0,0.0,0.0,2.0,0,0.0
org.apache.camel.Exchange,0.0,0.0,2.0,83.0,15.0,0,0.0
org.apache.camel.ExpectedBodyTypeException,3.0,33.0,2.0,0.0,7.0,0,0.0
org.apache.camel.Expression,0.0,0.0,0.0,17.0,1.0,0,0.0
org.apache.camel.FailedToCreateProducerException,3.0,0.0,1.0,0.0,6.0,0,0.0
org.apache.camel.Header,0.0,0.0,0.0,0.0,1.0,0,0.0
org.apache.camel.InvalidHeaderTypeException,3.0,25.0,0.0,0.0,8.0,0,0.0
org.apache.camel.Message,0.0,0.0,1.0,1.0,13.0,0,1.0
org.apache.camel.MessageDriven,0.0,0.0,0.0,0.0,2.0,0,0.0
org.apache.camel.NoSuchEndpointException,3.0,0.0,0.0,0.0,6.0,0,0.0
org.apache.camel.NoTypeConversionAvailableException,3.0,33.0,0.0,0.0,7.0,0,0.0
org.apache.camel.PollingConsumer,2.0,0.0,0.0,1.0,5.0,0,0.0
org.apache.camel.Predicate,0.0,0.0,0.0,3.0,2.0,0,0.0
org.apache.camel.Processor,0.0,0.0,1.0,25.0,1.0,0,1.0
org.apache.camel.Producer,1.0,0.0,1.0,1.0,6.0,0,0.0
org.apache.camel.Property,0.0,0.0,0.0,0.0,1.0,0,0.0
org.apache.camel.ResolveEndpointFailedException,3.0,0.0,0.0,0.0,6.0,0,0.0
org.apache.camel.Route,1.0,71.0,2.0,3.0,8.0,0,0.0
org.apache.camel.RuntimeCamelException,2.0,0.0,0.0,10.0,4.0,0,0.0
org.apache.camel.RuntimeExpressionException,3.0,0.0,0.0,1.0,7.0,0,0.0
org.apache.camel.RuntimeTransformException,3.0,0.0,0.0,0.0,7.0,0,0.0
org.apache.camel.Service,0.0,0.0,0.0,6.0,2.0,0,0.0
org.apache.camel.TypeConverter,0.0,0.0,0.0,6.0,1.0,0,0.0
org.apache.camel.builder.Builder,1.0,0.0,4.0,0.0,8.0,0,0.0
org.apache.camel.builder.BuilderSupport,1.0,87.0,12.0,3.0,27.0,0,0.0
org.apache.camel.builder.ChoiceBuilder,3.0,55.0,8.0,0.0,80.0,0,0.0
org.apache.camel.builder.ConstantProcessorBuilder,1.0,0.0,1.0,0.0,2.0,0,0.0
org.apache.camel.builder.DeadLetterChannelBuilder,1.0,91.0,10.0,0.0,28.0,0,0.0
org.apache.camel.builder.ErrorHandlerBuilder,0.0,0.0,1.0,3.0,2.0,0,0.0
org.apache.camel.builder.ExpressionBuilder,1.0,0.0,4.0,0.0,17.0,0,0.0
org.apache.camel.builder.FilterBuilder,3.0,0.0,4.0,1.0,79.0,0,0.0
org.apache.camel.builder.Fluent,0.0,0.0,0.0,0.0,3.0,0,0.0
org.apache.camel.builder.FluentArg,0.0,0.0,0.0,0.0,4.0,0,0.0
org.apache.camel.builder.FromBuilder,2.0,94.0,30.0,8.0,74.0,0,0.0
org.apache.camel.builder.IdempotentConsumerBuilder,3.0,37.0,4.0,0.0,78.0,0,0.0
org.apache.camel.builder.InterceptorBuilder,1.0,50.0,6.0,0.0,4.0,0,0.0
org.apache.camel.builder.LoggingErrorHandlerBuilder,1.0,50.0,4.0,0.0,9.0,0,0.0
org.apache.camel.builder.MulticastBuilder,3.0,0.0,2.0,0.0,76.0,0,0.0
org.apache.camel.builder.NoErrorHandlerBuilder,1.0,0.0,1.0,0.0,2.0,0,0.0
org.apache.camel.builder.PipelineBuilder,3.0,0.0,2.0,0.0,76.0,0,0.0
org.apache.camel.builder.PolicyBuilder,1.0,50.0,6.0,0.0,4.0,0,0.0
org.apache.camel.builder.PredicateBuilder,1.0,0.0,4.0,0.0,14.0,0,1.0
org.apache.camel.builder.PredicateFactory,0.0,0.0,1.0,0.0,1.0,0,0.0
org.apache.camel.builder.ProcessorBuilder,1.0,0.0,2.0,0.0,5.0,0,0.0
org.apache.camel.builder.ProcessorFactory,0.0,0.0,1.0,7.0,1.0,0,0.0
org.apache.camel.builder.RecipientListBuilder,2.0,0.0,4.0,0.0,29.0,0,0.0
org.apache.camel.builder.ResequencerBuilder,3.0,75.0,3.0,0.0,82.0,0,0.0
org.apache.camel.builder.RouteBuilder,2.0,84.0,8.0,1.0,41.0,0,0.0
org.apache.camel.builder.SplitterBuilder,3.0,0.0,3.0,0.0,76.0,0,0.0
org.apache.camel.builder.ToBuilder,3.0,0.0,3.0,0.0,76.0,0,0.0
org.apache.camel.builder.UndefinedDestinationException,3.0,0.0,0.0,0.0,5.0,0,0.0
org.apache.camel.builder.ValueBuilder,1.0,15.0,5.0,1.0,26.0,0,0.0
org.apache.camel.builder.WhenBuilder,4.0,0.0,6.0,0.0,83.0,0,0.0
org.apache.camel.builder.xml.DefaultNamespaceContext,1.0,31.0,0.0,0.0,8.0,0,0.0
org.apache.camel.builder.xml.DomResultHandler,1.0,0.0,1.0,0.0,2.0,0,0.0
org.apache.camel.builder.xml.InvalidXPathExpression,4.0,0.0,0.0,0.0,9.0,0,0.0
org.apache.camel.builder.xml.MessageVariableResolver,1.0,37.0,2.0,0.0,4.0,0,0.0
org.apache.camel.builder.xml.NamespaceBuilder,1.0,50.0,1.0,0.0,4.0,0,0.0
org.apache.camel.builder.xml.ResultHandler,0.0,0.0,1.0,3.0,2.0,0,0.0
org.apache.camel.builder.xml.StreamResultHandler,1.0,50.0,1.0,0.0,2.0,0,0.0
org.apache.camel.builder.xml.StringResultHandler,1.0,50.0,1.0,0.0,2.0,0,0.0
org.apache.camel.builder.xml.XPathBuilder,1.0,89.0,7.0,0.0,30.0,0,0.0
org.apache.camel.builder.xml.XsltBuilder,1.0,88.0,10.0,0.0,25.0,0,1.0
org.apache.camel.component.direct.DirectComponent,1.0,50.0,6.0,0.0,4.0,0,0.0
org.apache.camel.component.direct.DirectEndpoint,2.0,81.0,7.0,0.0,23.0,0,0.0
org.apache.camel.component.file.FileComponent,3.0,0.0,4.0,0.0,21.0,0,0.0
org.apache.camel.component.file.FileConsumer,4.0,81.0,2.0,0.0,43.0,0,1.0
org.apache.camel.component.file.FileEndpoint,3.0,72.0,7.0,0.0,29.0,0,1.0
org.apache.camel.component.file.FileExchange,2.0,0.0,2.0,0.0,30.0,0,0.0
org.apache.camel.component.file.FileMessage,3.0,42.0,1.0,0.0,27.0,0,0.0
org.apache.camel.component.file.FileProducer,3.0,25.0,6.0,0.0,17.0,1,2.0
org.apache.camel.component.jmx.JMXComponent,3.0,60.0,4.0,0.0,23.0,0,0.0
org.apache.camel.component.jmx.JMXConsumer,3.0,0.0,2.0,0.0,18.0,0,0.0
org.apache.camel.component.jmx.JMXEndpoint,2.0,86.0,6.0,0.0,33.0,0,0.0
org.apache.camel.component.jmx.JMXExchange,2.0,0.0,2.0,0.0,28.0,0,0.0
org.apache.camel.component.jmx.JMXMessage,3.0,50.0,1.0,0.0,26.0,0,0.0
org.apache.camel.component.mock.AssertionClause,1.0,75.0,9.0,2.0,8.0,0,0.0
org.apache.camel.component.mock.MockComponent,3.0,0.0,2.0,0.0,19.0,0,0.0
org.apache.camel.component.mock.MockEndpoint,2.0,91.0,8.0,0.0,47.0,0,0.0
org.apache.camel.component.pojo.NoPojoAvailableException,3.0,0.0,2.0,0.0,6.0,0,0.0
org.apache.camel.component.pojo.PojoComponent,3.0,62.0,3.0,0.0,26.0,0,0.0
org.apache.camel.component.pojo.PojoEndpoint,2.0,62.0,9.0,0.0,23.0,0,0.0
org.apache.camel.component.pojo.PojoExchange,2.0,0.0,3.0,0.0,31.0,0,0.0
org.apache.camel.component.pojo.PojoInvocation,1.0,50.0,0.0,0.0,4.0,0,0.0
org.apache.camel.component.pojo.timer.TimerComponent,3.0,33.0,3.0,0.0,21.0,0,0.0
org.apache.camel.component.pojo.timer.TimerConsumer,3.0,50.0,8.0,0.0,22.0,1,0.0
org.apache.camel.component.pojo.timer.TimerEndpoint,2.0,88.0,9.0,0.0,32.0,0,0.0
org.apache.camel.component.processor.ProcessorEndpoint,2.0,62.0,8.0,0.0,23.0,0,0.0
org.apache.camel.component.processor.ProcessorEndpointConsumer,3.0,0.0,3.0,0.0,19.0,0,0.0
org.apache.camel.component.queue.QueueComponent,3.0,0.0,2.0,0.0,20.0,0,0.0
org.apache.camel.component.queue.QueueEndpoint,2.0,66.0,6.0,0.0,21.0,0,0.0
org.apache.camel.component.queue.QueueEndpointConsumer,2.0,46.0,3.0,0.0,12.0,0,0.0
org.apache.camel.converter.CollectionConverter,1.0,0.0,1.0,0.0,5.0,0,0.0
org.apache.camel.converter.HasAnnotation,0.0,0.0,0.0,0.0,1.0,0,0.0
org.apache.camel.converter.IOConverter,1.0,0.0,1.0,0.0,14.0,0,0.0
org.apache.camel.converter.NIOConverter,1.0,0.0,1.0,0.0,8.0,0,1.0
org.apache.camel.converter.ObjectConverter,1.0,0.0,1.0,0.0,4.0,0,0.0
org.apache.camel.converter.jaxp.BytesSource,2.0,16.0,0.0,0.0,6.0,0,0.0
org.apache.camel.converter.jaxp.StringSource,2.0,42.0,0.0,0.0,7.0,0,0.0
org.apache.camel.converter.jaxp.XmlConverter,1.0,96.0,4.0,0.0,38.0,0,0.0
org.apache.camel.impl.BinaryPredicateSupport,1.0,19.0,2.0,7.0,7.0,0,0.0
org.apache.camel.impl.CachingInjector,1.0,44.0,2.0,0.0,3.0,0,0.0
org.apache.camel.impl.DefaultCamelContext,2.0,90.0,19.0,0.0,38.0,0,1.0
org.apache.camel.impl.DefaultComponent,2.0,76.0,6.0,6.0,18.0,0,0.0
org.apache.camel.impl.DefaultComponentResolver,1.0,0.0,5.0,0.0,1.0,0,0.0
org.apache.camel.impl.DefaultConsumer,2.0,66.0,5.0,5.0,16.0,0,0.0
org.apache.camel.impl.DefaultEndpoint,1.0,81.0,8.0,8.0,15.0,0,0.0
org.apache.camel.impl.DefaultExchange,1.0,91.0,6.0,3.0,27.0,2,1.0
org.apache.camel.impl.DefaultExchangeConverter,1.0,0.0,1.0,0.0,1.0,0,0.0
org.apache.camel.impl.DefaultMessage,2.0,66.0,3.0,2.0,20.0,0,0.0
org.apache.camel.impl.DefaultPollingConsumer,3.0,75.0,5.0,0.0,24.0,0,0.0
org.apache.camel.impl.DefaultProducer,2.0,33.0,1.0,6.0,13.0,0,0.0
org.apache.camel.impl.EventDrivenConsumerRoute,2.0,19.0,4.0,0.0,13.0,0,0.0
org.apache.camel.impl.LoggingExceptionHandler,1.0,33.0,2.0,0.0,3.0,0,0.0
org.apache.camel.impl.MessageSupport,1.0,80.0,4.0,1.0,11.0,0,1.0
org.apache.camel.impl.NoPolicy,1.0,0.0,1.0,0.0,1.0,0,0.0
