filename,wmc,dit,noc,cbo,rfc,npm,bug
apache.xalan.Version,9,1,0,1,15,9,0
apache.xalan.client.XSLTProcessorApplet,29,5,0,2,73,21,0
apache.xalan.extensions.ExtensionsTable,6,1,0,8,21,6,1
apache.xalan.extensions.ExtensionHandlerGeneral,7,2,0,15,50,5,1
apache.xalan.extensions.ExtensionNamespaceSupport,3,1,0,5,12,3,0
apache.xalan.extensions.XSLProcessorContext,7,1,1,25,49,7,0
apache.xalan.extensions.ExtensionNamespacesManager,9,1,0,7,29,8,0
apache.xalan.extensions.ExtensionHandler,8,1,3,13,17,5,1
apache.xalan.extensions.ExtensionHandlerJavaPackage,6,3,0,10,44,5,2
apache.xalan.extensions.MethodResolver,13,1,0,11,70,6,1
apache.xalan.extensions.ExtensionHandlerExsltFunction,8,2,0,14,27,6,1
apache.xalan.extensions.ExtensionHandlerJava,3,2,2,3,7,2,0
apache.xalan.extensions.ExtensionHandlerJavaClass,6,3,0,9,37,5,2
apache.xalan.extensions.ExpressionVisitor,2,2,0,7,6,2,0
apache.xalan.lib.NodeInfo,9,1,0,3,20,9,0
apache.xalan.lib.ExsltDatetime,43,1,0,4,74,36,3
apache.xalan.lib.Extensions,12,1,0,15,62,9,1
apache.xalan.lib.ExsltMath,5,1,0,2,18,5,2
apache.xalan.lib.ExsltCommon,3,1,0,6,6,3,0
apache.xalan.lib.ExsltSets,7,1,0,4,19,7,0
apache.xalan.lib.PipeDocument,3,1,0,11,46,3,0
apache.xalan.lib.Redirect,7,1,0,11,45,4,0
apache.xalan.lib.sql.XConnection,34,1,0,12,124,28,0
apache.xalan.lib.sql.SQLErrorDocument,4,5,0,5,12,2,0
apache.xalan.lib.sql.QueryParameter,5,1,0,1,6,5,0
apache.xalan.lib.sql.PooledConnection,5,1,0,1,9,5,0
apache.xalan.lib.sql.ConnectionPoolManager,6,1,0,3,16,5,0
apache.xalan.lib.sql.SQLDocument,10,5,0,8,53,5,2
apache.xalan.lib.sql.DefaultConnectionPool,19,1,0,4,47,16,3
apache.xalan.lib.sql.ObjectArray,7,1,0,3,19,6,0
apache.xalan.lib.sql.DTMDocument,95,4,2,15,191,66,2
apache.xalan.processor.ProcessorLRE,4,5,0,17,75,3,1
apache.xalan.processor.ProcessorGlobalParamDecl,3,5,0,6,10,1,0
apache.xalan.processor.ProcessorTemplate,2,5,0,6,8,0,0
apache.xalan.processor.WhitespaceInfoPaths,4,5,0,5,6,3,0
apache.xalan.processor.StylesheetPIHandler,6,2,0,3,26,6,0
apache.xalan.processor.ProcessorUnknown,3,5,0,3,4,3,0
apache.xalan.processor.ProcessorOutputElem,14,4,0,9,40,13,0
apache.xalan.processor.ProcessorCharacters,5,4,0,9,31,4,0
apache.xalan.processor.ProcessorInclude,7,4,1,11,48,3,0
apache.xalan.processor.XSLTElementDef,37,1,1,8,57,0,1
apache.xalan.processor.ProcessorKey,3,4,0,10,34,1,0
apache.xalan.processor.ProcessorImport,3,5,0,2,4,0,0
apache.xalan.processor.ProcessorAttributeSet,3,4,0,7,19,2,0
apache.xalan.processor.TransformerFactoryImpl,25,3,0,23,103,20,3
apache.xalan.processor.ProcessorStripSpace,2,5,0,9,14,1,0
apache.xalan.processor.StopParseException,1,4,0,2,2,0,0
apache.xalan.processor.ProcessorGlobalVariableDecl,3,5,0,6,10,1,0
apache.xalan.processor.StylesheetHandler,71,2,0,47,152,33,1
apache.xalan.processor.ProcessorExsltFuncResult,2,5,0,8,8,2,0
apache.xalan.processor.ProcessorPreserveSpace,2,4,1,9,14,1,0
apache.xalan.processor.ProcessorStylesheetDoc,1,4,0,2,2,1,0
apache.xalan.processor.XSLTSchema,6,2,0,27,47,2,2
apache.xalan.processor.ProcessorExsltFunction,6,5,0,16,27,4,2
apache.xalan.processor.XSLTElementProcessor,15,3,11,21,48,10,0
apache.xalan.processor.ProcessorTemplateElem,4,4,8,14,23,3,0
apache.xalan.processor.ProcessorDecimalFormat,2,4,0,6,9,1,0
apache.xalan.processor.ProcessorStylesheetElement,3,4,0,9,29,2,0
apache.xalan.processor.ProcessorNamespaceAlias,2,4,0,6,17,1,0
apache.xalan.processor.XSLProcessorVersion,3,1,0,2,9,2,0
apache.xalan.processor.XSLTAttributeDef,43,1,0,13,91,1,1
apache.xalan.processor.ProcessorText,3,5,0,7,10,2,0
apache.xalan.res.XSLMessages,15,1,0,92,33,13,0
apache.xalan.res.XSLTErrorResources,8,3,0,1,21,7,3
apache.xalan.serialize.Method,1,1,0,0,2,1,0
apache.xalan.serialize.WriterToASCI,7,2,0,1,13,7,0
apache.xalan.serialize.SerializerToHTML,22,2,0,10,80,15,0
apache.xalan.serialize.WriterToUTF8,7,2,0,1,13,7,0
apache.xalan.serialize.SerializerToXML,71,1,2,24,151,48,2
apache.xalan.serialize.SerializerFactory,3,1,0,7,14,2,0
apache.xalan.serialize.Encodings,11,1,0,6,43,8,1
apache.xalan.serialize.WriterToUTF8Buffered,11,2,0,2,20,9,0
apache.xalan.serialize.ElemDesc,4,1,0,2,8,0,0
apache.xalan.serialize.EncodingInfo,1,1,0,1,2,1,0
apache.xalan.serialize.CharInfo,6,1,0,5,39,3,0
apache.xalan.serialize.SerializerToText,16,2,0,4,24,14,0
