Name,SumCyclomatic,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountDeclMethodAll,CountDeclMethodPublic,bug
apache.tools.ant.AntClassLoader,129,2.0,1.0,7.0,46.0,31.0,10.0
apache.tools.ant.AntTypeDefinition,58,1.0,2.0,4.0,18.0,15.0,0.0
apache.tools.ant.BuildEvent,11,2.0,0.0,4.0,11.0,11.0,0.0
apache.tools.ant.BuildException,17,2.0,0.0,1.0,15.0,15.0,0.0
apache.tools.ant.BuildListener,0,2.0,3.0,1.0,7.0,0.0,0.0
apache.tools.ant.BuildLogger,0,3.0,3.0,0.0,11.0,0.0,0.0
apache.tools.ant.ComponentHelper,85,1.0,0.0,15.0,33.0,23.0,2.0
apache.tools.ant.DefaultLogger,27,1.0,3.0,7.0,15.0,12.0,1.0
apache.tools.ant.DemuxInputStream,4,2.0,0.0,1.0,3.0,3.0,0.0
apache.tools.ant.DemuxOutputStream,20,2.0,0.0,2.0,10.0,5.0,0.0
apache.tools.ant.Diagnostics,47,1.0,0.0,3.0,16.0,5.0,1.0
apache.tools.ant.DirectoryScanner,147,1.0,1.0,6.0,52.0,28.0,2.0
apache.tools.ant.DynamicConfigurator,0,0.0,2.0,1.0,2.0,0.0,0.0
apache.tools.ant.ExitException,3,2.0,0.0,0.0,3.0,3.0,0.0
apache.tools.ant.IntrospectionHelper,101,1.0,0.0,17.0,31.0,22.0,3.0
apache.tools.ant.Location,10,1.0,0.0,1.0,7.0,6.0,0.0
apache.tools.ant.MagicNames,0,1.0,0.0,0.0,0.0,0.0,0.0
apache.tools.ant.Main,120,1.0,0.0,13.0,21.0,5.0,0.0
apache.tools.ant.NoBannerLogger,6,2.0,0.0,3.0,19.0,4.0,0.0
apache.tools.ant.PathTokenizer,15,1.0,0.0,1.0,3.0,3.0,0.0
apache.tools.ant.Project,178,1.0,0.0,23.0,99.0,87.0,5.0
apache.tools.ant.ProjectComponent,7,1.0,19.0,1.0,5.0,5.0,1.0
apache.tools.ant.ProjectHelper,46,1.0,2.0,8.0,18.0,17.0,1.0
apache.tools.ant.PropertyHelper,61,1.0,0.0,2.0,20.0,18.0,1.0
apache.tools.ant.RuntimeConfigurable,53,1.0,0.0,9.0,21.0,19.0,1.0
apache.tools.ant.Target,44,1.0,0.0,6.0,23.0,19.0,2.0
apache.tools.ant.Task,40,2.0,59.0,6.0,35.0,20.0,1.0
apache.tools.ant.TaskAdapter,14,3.0,0.0,2.0,40.0,5.0,0.0
apache.tools.ant.TaskContainer,0,0.0,8.0,1.0,1.0,0.0,0.0
apache.tools.ant.TypeAdapter,0,0.0,1.0,1.0,5.0,0.0,0.0
apache.tools.ant.UnknownElement,70,3.0,0.0,12.0,63.0,16.0,4.0
apache.tools.ant.XmlLogger,46,1.0,0.0,11.0,15.0,12.0,0.0
apache.tools.ant.filters.BaseFilterReader,20,2.0,6.0,2.0,10.0,5.0,0.0
apache.tools.ant.filters.BaseParamFilterReader,4,3.0,11.0,1.0,14.0,3.0,0.0
apache.tools.ant.filters.ChainableReader,0,0.0,17.0,0.0,1.0,0.0,0.0
apache.tools.ant.filters.ClassConstants,15,3.0,0.0,0.0,14.0,4.0,1.0
apache.tools.ant.filters.ConcatFilter,24,4.0,0.0,2.0,23.0,8.0,0.0
apache.tools.ant.filters.EscapeUnicode,10,4.0,0.0,0.0,19.0,4.0,0.0
apache.tools.ant.filters.ExpandProperties,8,3.0,0.0,1.0,14.0,4.0,0.0
apache.tools.ant.filters.HeadFilter,22,4.0,0.0,2.0,24.0,6.0,0.0
apache.tools.ant.filters.LineContains,19,4.0,0.0,2.0,22.0,5.0,0.0
apache.tools.ant.filters.LineContainsRegExp,19,4.0,0.0,4.0,22.0,5.0,0.0
apache.tools.ant.filters.PrefixLines,16,4.0,0.0,1.0,21.0,5.0,0.0
apache.tools.ant.filters.ReplaceTokens,35,4.0,0.0,3.0,27.0,7.0,1.0
apache.tools.ant.filters.StringInputStream,26,2.0,0.0,0.0,9.0,9.0,0.0
apache.tools.ant.filters.StripJavaComments,16,3.0,0.0,0.0,14.0,4.0,0.0
apache.tools.ant.filters.StripLineBreaks,14,4.0,0.0,1.0,21.0,5.0,0.0
apache.tools.ant.filters.StripLineComments,19,4.0,0.0,2.0,22.0,5.0,0.0
apache.tools.ant.filters.TabsToSpaces,14,4.0,0.0,1.0,21.0,5.0,0.0
apache.tools.ant.filters.TailFilter,29,4.0,0.0,2.0,24.0,6.0,0.0
apache.tools.ant.filters.TokenFilter,43,3.0,0.0,15.0,29.0,19.0,0.0
apache.tools.ant.filters.util.ChainReaderHelper,29,1.0,0.0,12.0,8.0,7.0,0.0
apache.tools.ant.filters.util.JavaClassHelper,5,1.0,0.0,0.0,1.0,1.0,0.0
apache.tools.ant.helper.AntXMLContext,33,1.0,0.0,3.0,26.0,26.0,1.0
apache.tools.ant.helper.ProjectHelper2,21,2.0,0.0,15.0,21.0,3.0,1.0
