filename,wmc,dit,noc,cbo,rfc,npm,bug
apache.velocity.VelocityContext,10,3,0,22,20,10,1
apache.velocity.Template,4,2,0,33,25,4,2
apache.velocity.anakia.AnakiaElement,12,2,0,7,27,11,1
apache.velocity.anakia.OutputWrapper,2,2,0,3,7,2,1
apache.velocity.anakia.XPathTool,4,1,0,6,10,4,1
apache.velocity.anakia.Escape,2,1,0,1,8,2,1
apache.velocity.anakia.TreeWalker,3,1,0,3,11,2,1
apache.velocity.anakia.NodeList,37,1,0,17,92,34,1
apache.velocity.anakia.AnakiaJDOMFactory,5,2,0,5,10,5,1
apache.velocity.anakia.AnakiaTask,13,4,0,24,76,10,1
apache.velocity.anakia.XPathCache,3,1,0,4,8,0,1
apache.velocity.app.VelocityEngine,24,1,0,19,62,24,3
apache.velocity.app.Velocity,25,1,0,29,64,25,2
apache.velocity.app.FieldMethodizer,7,1,0,2,20,6,1
apache.velocity.app.event.EventCartridge,7,1,0,16,12,7,2
apache.velocity.app.tools.VelocityFormatter,18,1,0,3,37,18,1
apache.velocity.context.InternalContextAdapterImpl,18,1,0,12,35,18,2
apache.velocity.context.VMContext,19,1,0,11,46,19,3
apache.velocity.context.AbstractContext,13,2,1,14,17,13,1
apache.velocity.context.InternalContextBase,11,1,1,7,21,10,2
apache.velocity.convert.WebMacro,10,1,0,3,40,4,1
apache.velocity.exception.MethodInvocationException,5,4,0,44,6,5,2
apache.velocity.exception.ParseErrorException,1,4,0,26,2,1,3
apache.velocity.exception.VelocityException,1,3,3,3,2,1,2
apache.velocity.exception.ResourceNotFoundException,1,4,0,31,2,1,1
apache.velocity.io.VelocityWriter,20,2,0,1,30,14,1
apache.velocity.runtime.RuntimeInstance,45,1,0,27,112,35,3
apache.velocity.runtime.Runtime,30,1,0,10,60,30,1
apache.velocity.runtime.RuntimeSingleton,37,1,0,29,72,35,1
apache.velocity.runtime.VelocimacroFactory,17,1,0,11,47,6,2
apache.velocity.runtime.VelocimacroManager,14,1,0,4,26,7,1
apache.velocity.runtime.compiler.Compiler,2,1,0,28,41,2,0
apache.velocity.runtime.configuration.Configuration,53,3,0,6,139,50,0
apache.velocity.runtime.directive.VMProxyArg,11,1,0,14,41,10,2
apache.velocity.runtime.directive.Literal,5,2,0,4,10,5,2
apache.velocity.runtime.directive.MacroParseException,1,4,0,3,2,1,1
apache.velocity.runtime.directive.Parse,4,3,0,12,25,4,1
apache.velocity.runtime.directive.Include,7,3,0,10,28,5,2
apache.velocity.runtime.directive.VelocimacroProxy,15,2,0,16,42,12,4
apache.velocity.runtime.directive.ParseDirectiveException,3,3,0,0,12,2,0
apache.velocity.runtime.directive.Macro,9,2,0,11,34,6,2
apache.velocity.runtime.directive.Foreach,5,2,0,11,27,5,4
apache.velocity.runtime.directive.InputBase,2,2,2,6,6,1,1
apache.velocity.runtime.directive.Directive,8,1,5,20,9,8,2
apache.velocity.runtime.exception.NodeException,1,3,0,1,9,1,0
apache.velocity.runtime.exception.ReferenceException,1,3,0,3,9,1,2
apache.velocity.runtime.log.VelocityFormatter,2,2,0,2,5,1,1
apache.velocity.runtime.log.LogManager,2,1,0,5,22,2,1
apache.velocity.runtime.log.PrimordialLogSystem,4,1,0,3,14,4,1
apache.velocity.runtime.log.NullLogSystem,3,1,0,3,4,3,1
apache.velocity.runtime.log.SimpleLog4JLogSystem,6,1,0,8,32,4,1
apache.velocity.runtime.log.Log4JLogSystem,10,1,0,12,50,4,1
apache.velocity.runtime.log.AvalonLogSystem,4,1,0,10,24,4,1
apache.velocity.runtime.parser.JJTParserState,12,1,0,2,25,0,0
apache.velocity.runtime.parser.Token,3,1,0,20,4,3,0
apache.velocity.runtime.parser.VelocityCharStream,24,1,0,2,36,21,1
apache.velocity.runtime.parser.ParseException,5,3,1,11,18,4,0
apache.velocity.runtime.parser.ParserTokenManager,94,1,0,5,126,10,0
apache.velocity.runtime.parser.Parser,148,1,0,60,236,48,0
apache.velocity.runtime.parser.TokenMgrError,6,3,0,2,19,4,0
apache.velocity.runtime.resource.Resource,17,1,2,24,20,17,1
apache.velocity.runtime.resource.ContentResource,2,2,0,10,17,2,1
apache.velocity.runtime.resource.ResourceManagerImpl,8,1,0,12,66,5,2
apache.velocity.runtime.resource.ResourceCacheImpl,6,1,0,5,19,6,1
apache.velocity.runtime.resource.ResourceFactory,2,1,0,4,5,2,1
apache.velocity.runtime.visitor.VMReferenceMungeVisitor,2,2,0,5,8,2,1
apache.velocity.runtime.visitor.NodeViewMode,37,2,0,39,46,35,1
apache.velocity.runtime.visitor.BaseVisitor,38,1,2,40,40,38,1
apache.velocity.servlet.VelocityServlet,18,3,1,13,63,6,1
apache.velocity.test.ClasspathResourceTest,3,4,0,8,23,3,0
apache.velocity.test.TexenClasspathTestCase,4,4,0,3,8,3,0
apache.velocity.test.BaseTestCase,6,3,17,22,26,1,0
apache.velocity.test.CommonsExtPropTestCase,6,4,0,4,51,3,0
apache.velocity.test.ParserTestCase,6,3,0,8,18,5,0
apache.velocity.test.IntrospectorTestCase3,4,4,0,7,18,3,0
apache.velocity.test.VelocityAppTestCase,3,4,0,8,17,3,0
apache.velocity.test.VelocityServletTest,3,3,0,8,18,3,0
apache.velocity.test.MultiLoaderTestCase,3,4,0,7,23,3,0
apache.velocity.test.EventHandlingTestCase,10,3,0,16,31,9,0
apache.velocity.test.TemplateTestCase,4,4,0,13,45,3,0
apache.velocity.test.MultipleFileResourcePathTest,3,4,0,8,22,2,0
apache.velocity.test.ExternalLoggerTest,5,3,0,6,18,5,0
apache.velocity.test.ContextSafetyTestCase,3,4,0,10,26,3,0
apache.velocity.test.IntrospectorTestCase2,5,4,0,8,21,3,0
apache.velocity.test.TemplateTestSuite,3,2,0,5,19,1,0
apache.velocity.test.AnakiaTestCase,3,4,0,3,8,3,0
apache.velocity.test.MethodInvocationExceptionTest,6,3,0,8,26,6,0
apache.velocity.test.ConfigurationTestCase,6,4,0,4,51,3,0
apache.velocity.test.IntrospectorTestCase,5,4,0,6,32,3,0
apache.velocity.test.VelocimacroTestCase,3,3,0,6,15,3,0
apache.velocity.test.ClassloaderChangeTest,6,3,0,10,26,5,0
apache.velocity.test.MiscTestCase,4,4,0,4,8,4,0
apache.velocity.test.InlineScopeVMTestCase,3,4,0,9,21,2,0
apache.velocity.test.TexenTestCase,4,4,0,3,8,3,0
apache.velocity.test.TestClassloader,2,2,0,1,14,2,0
apache.velocity.test.EncodingTestCase,3,4,0,8,22,3,0
apache.velocity.test.misc.Test,6,1,0,16,57,5,0
apache.velocity.test.provider.BoolObj,3,1,0,1,4,3,0
apache.velocity.test.provider.Child,2,2,0,2,3,2,0
apache.velocity.test.provider.TestProvider,39,1,0,4,68,38,0
apache.velocity.test.provider.Person,2,1,1,2,3,2,0
apache.velocity.test.view.TemplateNodeView,2,1,0,6,16,2,0
apache.velocity.texen.Generator,25,1,0,6,76,17,1
apache.velocity.texen.ant.TexenTask,18,3,0,13,80,16,1
apache.velocity.texen.util.PropertiesUtil,4,1,0,1,22,2,1
apache.velocity.texen.util.FileUtil,4,1,0,0,12,4,1
apache.velocity.util.introspection.ClassMap,12,1,0,6,39,3,2
apache.velocity.util.introspection.UberspectImpl,8,1,0,17,44,7,3
apache.velocity.util.introspection.Info,5,1,0,6,6,4,1
apache.velocity.util.introspection.Introspector,3,2,0,13,14,2,1
apache.velocity.util.introspection.IntrospectionCacheData,1,1,0,6,2,1,1
apache.velocity.util.introspection.IntrospectorBase,4,1,1,2,19,2,1
apache.velocity.util.introspection.MethodMap,11,1,0,2,37,4,2
