,Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,MaxNesting,bug
0,File,org.apache.camel.AlreadyStoppedException,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,27.0,2.0,6.0,3.0,1.0,19.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,3.17,1.0,1.0,1.0,1.0,0.0,1.0
1,File,org.apache.camel.AsyncCallback,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,35.0,4.0,4.0,3.0,0.0,27.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,6.75,0.0,0.0,0.0,0.0,0.0,1.0
2,File,org.apache.camel.AsyncProcessor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,45.0,5.0,4.0,3.0,0.0,36.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0
3,File,org.apache.camel.Body,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,2.0,9.0,8.0,0.0,21.0,5.0,6.0,6.0,0.0,0.0,0.0,0.0,2.33,0.0,0.0,0.0,0.0,0.0,0.0
4,File,org.apache.camel.CamelContext,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,23.0,23.0,0.0,23.0,23.0,0.0,0.0,0.0,203.0,33.0,36.0,35.0,0.0,134.0,34.0,35.0,35.0,0.0,0.0,0.0,0.0,3.72,0.0,0.0,0.0,0.0,0.0,1.0
5,File,org.apache.camel.CamelContextAware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,33.0,2.0,4.0,3.0,0.0,27.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,6.75,0.0,0.0,0.0,0.0,0.0,0.0
6,File,org.apache.camel.CamelException,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0,41.0,5.0,14.0,6.0,3.0,22.0,4.0,9.0,6.0,3.0,1.0,1.0,1.0,1.57,4.0,4.0,4.0,4.0,0.0,1.0
7,File,org.apache.camel.CamelExchangeException,1.0,1.0,1.0,1.0,6.0,0.0,3.0,2.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,42.0,4.0,12.0,6.0,4.0,26.0,6.0,9.0,6.0,3.0,1.0,1.0,1.0,2.17,2.0,2.0,2.0,2.0,0.0,1.0
8,File,org.apache.camel.CamelTemplate,1.0,1.0,1.0,1.0,7.0,0.0,5.0,2.0,5.0,0.0,0.0,29.0,29.0,5.0,29.0,0.0,0.0,5.0,24.0,279.0,33.0,142.0,54.0,71.0,104.0,64.0,101.0,55.0,46.0,5.0,5.0,5.0,0.73,35.0,35.0,35.0,29.0,3.0,2.0
9,File,org.apache.camel.Component,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,49.0,4.0,6.0,5.0,0.0,39.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0
