filename,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
apache.velocity.VelocityContext,10,3,0,22,20,3,20,2,10,0.0,85,1.0,0,0.7777777779999999,0.38,1,4,7.4,1,0.6,1
apache.velocity.Template,4,2,0,33,25,0,21,13,4,0.666666667,214,1.0,0,0.842105263,0.5,1,1,52.0,1,0.75,2
apache.velocity.anakia.AnakiaElement,12,2,0,7,27,64,1,6,11,0.9090909090000001,86,1.0,0,0.9146341459999999,0.606060606,1,1,6.083333333,1,0.5833,1
apache.velocity.anakia.OutputWrapper,2,2,0,3,7,1,1,2,2,2.0,21,0.0,0,0.987179487,0.666666667,1,1,9.5,1,0.5,1
apache.velocity.anakia.XPathTool,4,1,0,6,10,6,1,5,4,2.0,34,0.0,0,0.0,0.5,0,0,7.5,1,0.75,1
apache.velocity.anakia.Escape,2,1,0,1,8,1,1,0,2,2.0,75,0.0,0,0.0,0.5,0,0,36.5,9,4.5,1
apache.velocity.anakia.TreeWalker,3,1,0,3,11,3,1,2,2,2.0,41,0.0,0,0.0,0.666666667,0,0,12.66666667,2,1.0,1
apache.velocity.anakia.NodeList,37,1,0,17,92,0,3,14,34,0.5,438,1.0,1,0.0,0.177777778,1,1,10.78378378,13,1.1622,1
apache.velocity.anakia.AnakiaJDOMFactory,5,2,0,5,10,10,1,4,5,2.0,32,0.0,0,0.833333333,0.666666667,0,0,5.4,1,0.8,1
apache.velocity.anakia.AnakiaTask,13,4,0,24,76,38,0,24,10,0.833333333,683,1.0,1,0.8666666670000001,0.5,2,2,50.46153846,5,1.4615,1
apache.velocity.anakia.XPathCache,3,1,0,4,8,1,3,1,0,0.5,45,1.0,0,0.0,0.5,0,0,13.66666667,2,0.6667,1
apache.velocity.app.VelocityEngine,24,1,0,19,62,0,6,13,24,0.0,392,1.0,1,0.0,0.238636364,0,0,15.29166667,2,1.0,3
apache.velocity.app.Velocity,25,1,0,29,64,300,14,15,25,2.0,332,0.0,0,0.0,0.149090909,0,0,12.28,8,1.28,2
apache.velocity.app.FieldMethodizer,7,1,0,2,20,1,2,0,6,0.0,137,1.0,0,0.0,0.46428571399999996,0,0,18.28571429,4,1.0,1
apache.velocity.app.event.EventCartridge,7,1,0,16,12,0,11,6,7,0.5,140,1.0,3,0.0,0.326530612,0,0,18.57142857,5,2.4286,2
apache.velocity.app.tools.VelocityFormatter,18,1,0,3,37,133,2,3,18,0.882352941,302,0.0,1,0.0,0.333333333,0,0,15.66666667,4,1.3889,1
apache.velocity.context.InternalContextAdapterImpl,18,1,0,12,35,33,4,8,18,0.68627451,144,0.0,3,0.0,0.23809523800000001,0,0,6.833333333,2,1.0556,2
