filename,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
bsh.Capabilities,7,1,0,0,12,13,5,0,6,0.5,64,1.0,0,0.0,0.166666667,0,0,7.857142857,4,1.5714,0
bsh.ReturnControl,1,1,0,1,2,0,9,1,1,2.0,12,0.0,0,0.0,1.0,0,0,9.0,0,0.0,0
bsh.SimpleNode,19,1,35,7,30,147,46,7,19,0.8888888890000001,240,0.5,4,0.0,0.233082707,0,0,11.31578947,6,1.6316,0
bsh.JThis,87,0,0,8,100,3741,0,8,84,2.0,711,0.0,0,0.10416666699999999,0.054675365,1,2,7.172413793,3,1.023,0
bsh.BshClassManager,25,1,0,3,37,290,7,3,22,0.8888888890000001,161,1.0,1,0.0,0.157407407,0,0,5.2,3,1.16,0
bsh.LHS,8,1,0,9,31,0,8,9,3,0.7662337659999999,356,0.0,1,0.0,0.375,0,0,42.125,1,0.375,0
bsh.BSHMethodInvocation,2,0,0,11,17,1,1,11,1,2.0,63,0.0,0,0.947368421,0.625,1,1,30.5,1,0.5,0
bsh.Parser,399,1,0,47,487,0,1,47,82,0.71839196,23350,0.8,8,0.0,0.18337510399999998,0,0,57.45864662,46,5.5439,0
bsh.BSHArguments,2,0,0,5,6,1,5,5,1,2.0,30,0.0,0,0.947368421,0.625,0,0,14.0,1,0.5,0
bsh.BSHStatementExpressionList,2,0,0,6,6,1,1,6,1,2.0,28,0.0,0,0.947368421,0.625,1,1,13.0,1,0.5,0
bsh.ParserTokenManager,50,1,0,4,66,3,1,4,6,0.75170068,6259,0.166666667,1,0.0,0.5,0,0,123.7,163,8.68,0
bsh.BSHSwitchLabel,2,0,0,5,5,1,2,5,2,1.0,22,0.0,0,0.947368421,0.625,1,1,9.5,1,0.5,0
bsh.BSHArrayInitializer,4,0,0,7,23,6,3,7,2,2.0,175,0.0,0,0.857142857,0.583333333,1,1,42.75,1,0.75,0
bsh.BSHLHSPrimaryExpression,2,0,0,8,9,1,3,8,1,2.0,65,0.0,0,0.947368421,0.625,0,0,31.5,1,0.5,0
bsh.BSHTypedVariableDeclaration,3,0,0,10,13,3,1,10,1,1.0,101,0.0,0,0.9,0.444444444,1,1,32.33333333,6,2.3333,0
bsh.BSHLHSPrimarySuffix,5,0,0,12,27,10,2,12,1,1.071428571,182,0.0,0,0.818181818,0.72,0,0,34.0,1,0.8,0
bsh.TargetError,11,0,0,5,26,13,14,5,11,0.1,171,0.0,0,0.764705882,0.545454545,2,2,14.45454545,2,0.9091,0
bsh.BlockNameSpace,3,0,0,2,10,3,2,2,2,2.0,40,0.0,0,0.96,0.583333333,0,0,12.33333333,2,1.0,0
bsh.Interpreter,51,1,0,21,132,925,44,21,42,0.776470588,1458,0.117647059,5,0.0,0.14400000000000002,0,0,27.25490196,33,1.6667,0
bsh.BSHPrimarySuffix,5,0,0,14,35,10,2,14,1,1.142857143,256,0.0,0,0.818181818,0.72,0,0,48.8,1,0.8,0
bsh.BSHThrowStatement,2,0,0,6,7,1,1,6,1,2.0,30,0.0,0,0.947368421,0.625,1,1,14.0,1,0.5,0
bsh.BSHImportDeclaration,2,0,0,9,9,1,1,9,1,1.0,36,0.0,0,0.947368421,0.625,1,1,16.0,1,0.5,0
bsh.ASCII_UCodeESC_CharStream,27,1,0,0,40,25,3,0,21,0.529411765,1277,0.705882353,0,0.0,0.296296296,0,0,45.66666667,7,1.5926,0
bsh.BSHBinaryExpression,4,0,0,11,21,6,1,11,1,1.0,279,0.0,0,0.857142857,0.45,1,1,68.5,4,2.25,0
bsh.BSHWhileStatement,2,0,0,9,7,1,1,9,1,1.0,79,0.0,0,0.947368421,0.625,1,1,38.0,1,0.5,0
bsh.ReflectManager,4,1,0,2,12,6,1,2,4,0.666666667,37,1.0,1,0.0,0.5,0,0,8.0,2,1.0,0
bsh.InterpreterError,1,4,0,0,2,0,16,0,1,2.0,5,0.0,0,1.0,1.0,0,0,4.0,0,0.0,0
bsh.BSHTryStatement,2,0,0,11,22,1,1,11,1,2.0,185,0.0,0,0.947368421,0.625,1,2,91.5,1,0.5,0
bsh.JJTParserState,12,1,0,1,25,0,2,1,0,0.436363636,218,1.0,0,0.0,0.39583333299999995,0,0,16.75,3,1.3333,0
bsh.TokenMgrError,6,3,0,0,19,15,2,0,4,1.12,184,0.0,0,0.85,0.5,1,1,28.83333333,14,2.8333,0
bsh.BSHLiteral,5,0,0,6,20,4,1,6,2,0.5,153,0.0,0,0.818181818,0.36666666700000006,0,0,29.4,10,4.0,0
bsh.BSHArrayDimensions,4,0,0,8,21,2,2,8,3,0.5555555560000001,174,0.333333333,0,0.857142857,0.5,1,1,41.75,1,0.75,0
bsh.CommandLineReader,4,3,0,0,8,4,1,0,4,1.0,82,0.0,0,0.857142857,0.35,2,2,18.5,1,0.75,0
bsh.Name,19,1,0,15,71,91,6,15,9,0.708333333,1263,0.625,1,0.0,0.274853801,0,0,65.05263158,5,1.6316,0
bsh.NameSpace,51,1,1,18,135,1139,34,18,35,0.949090909,1644,0.818181818,4,0.0,0.11176470599999999,0,0,30.80392157,6,1.5882,0
bsh.ClassPathException,1,0,0,1,2,0,2,1,1,2.0,5,0.0,0,1.0,1.0,0,0,4.0,0,0.0,0
bsh.BSHBlock,3,0,0,9,10,3,5,9,2,2.0,63,0.0,0,0.9,0.6,1,1,20.0,1,0.6667,0
bsh.BSHReturnType,2,0,0,6,5,1,2,6,1,1.0,19,0.0,0,0.947368421,0.666666667,0,0,8.0,1,0.5,0
bsh.BSHIfStatement,3,0,0,7,10,3,4,7,2,2.0,79,0.0,0,0.9,0.533333333,1,1,25.33333333,1,0.6667,0
bsh.CallStack,11,1,0,2,25,0,38,2,11,0.0,135,1.0,0,0.0,0.484848485,0,0,11.18181818,2,1.1818,0
bsh.ParseException,6,3,0,1,19,3,2,1,5,0.44,387,0.4,1,0.85,0.333333333,1,1,62.66666667,14,4.3333,0
bsh.BSHFormalParameter,3,0,0,6,7,1,3,6,1,1.0,30,0.0,0,0.947368421,0.666666667,1,2,8.0,1,0.3333,0
bsh.BSHForStatement,2,0,0,11,10,1,1,11,1,1.125,137,0.625,4,0.947368421,0.625,1,1,63.5,1,0.5,0
bsh.This,11,1,2,8,30,15,9,8,7,0.566666667,182,0.0,3,0.0,0.23636363600000002,0,0,15.27272727,3,1.0909,0
bsh.Reflect,36,1,0,14,109,630,12,14,14,2.0,1557,0.0,0,0.0,0.155982906,0,0,42.25,30,3.1111,0
bsh.BSHType,6,0,0,8,14,3,8,8,5,0.666666667,92,1.0,0,0.7826086959999999,0.444444444,0,0,13.83333333,1,0.8333,0
bsh.BSHAmbiguousName,7,0,0,8,17,19,8,8,6,0.333333333,53,0.0,0,0.75,0.457142857,1,1,6.428571429,1,0.8571,0
bsh.Token,3,1,0,0,4,3,5,0,2,1.4375,23,0.0,2,0.0,0.5,0,0,4.0,2,1.0,0
bsh.BSHMethodDeclaration,3,0,0,10,14,1,2,10,2,0.875,134,0.0,2,0.9,0.5555555560000001,1,3,42.33333333,1,0.6667,0
bsh.BSHVariableDeclarator,2,0,0,8,9,1,2,8,1,2.0,40,0.0,0,0.947368421,0.6,1,2,18.5,1,0.5,0
