,Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,MaxNesting,bug
0,File,org.apache.synapse.Command,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,34,3,4,3,0,27,2,3,3,0,0,0,0,6.75,0,0,0,0,0,0.0
1,File,org.apache.synapse.FaultHandler,3,3,4,1,19,3,13,2,1,1,2,5,4,0,5,0,1,0,4,131,23,67,23,40,41,34,48,23,25,6,6,8,0.61,13,13,17,4,2,0.0
2,File,org.apache.synapse.ManagedLifecycle,0,0,0,0,0,0,0,0,1,0,0,2,2,0,2,0,0,0,2,43,5,6,5,0,32,4,5,5,0,0,0,0,5.33,0,0,0,0,0,0.0
3,File,org.apache.synapse.Mediator,0,0,0,0,0,0,0,0,1,0,0,4,4,0,4,0,0,0,4,59,7,8,7,0,44,6,7,7,0,0,0,0,5.5,0,0,0,0,0,0.0
4,File,org.apache.synapse.MessageContext,0,0,0,0,0,0,0,0,1,0,0,48,48,0,48,0,0,0,48,323,54,61,60,0,208,59,60,60,0,0,0,0,3.41,0,0,0,0,0,0.0
5,File,org.apache.synapse.ServerManager,4,4,5,1,26,1,20,3,1,2,2,6,4,3,6,0,1,0,5,210,22,145,45,90,43,73,100,41,59,10,10,14,0.3,27,27,31,9,4,0.0
6,File,org.apache.synapse.Startup,0,0,0,0,0,0,0,0,1,0,0,3,3,0,3,0,0,0,3,49,6,7,6,0,36,5,6,6,0,0,0,0,5.14,0,0,0,0,0,0.0
7,File,org.apache.synapse.SynapseConstants,0,0,0,0,0,0,0,0,1,0,65,0,0,0,0,0,0,0,0,220,40,72,71,65,109,69,70,70,0,0,0,0,1.51,0,0,0,0,0,3.0
8,File,org.apache.synapse.SynapseException,1,1,1,1,3,0,3,0,1,0,1,3,3,0,3,0,0,0,3,41,7,13,6,4,21,5,9,6,3,1,1,1,1.62,3,3,3,3,0,0.0
9,File,org.apache.synapse.SynapseServer,1,1,1,1,10,0,9,0,2,3,1,4,1,0,4,0,1,0,3,69,11,36,12,20,22,20,27,12,15,2,2,3,0.61,6,6,7,4,1,0.0
